shape,time,contract,value,Load Zone,month,year
OFFPEAK,1601510400000,ZIL,21.95,Zone I,Oct,2020
OFFPEAK,1604188800000,ZIL,28.15,Zone I,Nov,2020
OFFPEAK,1606780800000,ZIL,39.2,Zone I,Dec,2020
OFFPEAK,1609459200000,ZIL,54.9,Zone I,Jan,2021
OFFPEAK,1612137600000,ZIL,52.25,Zone I,Feb,2021
OFFPEAK,1614556800000,ZIL,29.4,Zone I,Mar,2021
OFFPEAK,1617235200000,ZIL,23.65,Zone I,Apr,2021
OFFPEAK,1619827200000,ZIL,20.8,Zone I,May,2021
OFFPEAK,1622505600000,ZIL,21.45,Zone I,June,2021
OFFPEAK,1625097600000,ZIL,26.3,Zone I,July,2021
OFFPEAK,1627776000000,ZIL,23.9,Zone I,Aug,2021
OFFPEAK,1630454400000,ZIL,22.05,Zone I,Sept,2021
OFFPEAK,1633046400000,ZIL,21.25,Zone I,Oct,2021
OFFPEAK,1635724800000,ZIL,22.95,Zone I,Nov,2021
OFFPEAK,1638316800000,ZIL,36.95,Zone I,Dec,2021
OFFPEAK,1640995200000,ZIL,46.35,Zone I,Jan,2022
OFFPEAK,1643673600000,ZIL,44.05,Zone I,Feb,2022
OFFPEAK,1646092800000,ZIL,32.95,Zone I,Mar,2022
ONPEAK,1554076800000,ZKB,45.4,Zone K,Apr,2019
ONPEAK,1556668800000,ZKB,40.35,Zone K,May,2019
ONPEAK,1559347200000,ZKB,43.25,Zone K,June,2019
ONPEAK,1561939200000,ZKB,52.75,Zone K,July,2019
ONPEAK,1564617600000,ZKB,48.4,Zone K,Aug,2019
ONPEAK,1567296000000,ZKB,45.1,Zone K,Sept,2019
ONPEAK,1569888000000,ZKB,42.75,Zone K,Oct,2019
ONPEAK,1572566400000,ZKB,47.25,Zone K,Nov,2019
ONPEAK,1575158400000,ZKB,59.75,Zone K,Dec,2019
ONPEAK,1577836800000,ZKB,76.4,Zone K,Jan,2020
ONPEAK,1580515200000,ZKB,73.75,Zone K,Feb,2020
ONPEAK,1583020800000,ZKB,49.45,Zone K,Mar,2020
ONPEAK,1585699200000,ZKB,42.15,Zone K,Apr,2020
ONPEAK,1588291200000,ZKB,39.2,Zone K,May,2020
ONPEAK,1590969600000,ZKB,41.45,Zone K,June,2020
ONPEAK,1593561600000,ZKB,49.35,Zone K,July,2020
ONPEAK,1596240000000,ZKB,45.85,Zone K,Aug,2020
ONPEAK,1598918400000,ZKB,41.8,Zone K,Sept,2020
ONPEAK,1601510400000,ZKB,39.9,Zone K,Oct,2020
ONPEAK,1604188800000,ZKB,43.1,Zone K,Nov,2020
ONPEAK,1606780800000,ZKB,54.75,Zone K,Dec,2020
ONPEAK,1609459200000,ZKB,74.9,Zone K,Jan,2021
ONPEAK,1612137600000,ZKB,73.25,Zone K,Feb,2021
ONPEAK,1614556800000,ZKB,47.85,Zone K,Mar,2021
ONPEAK,1617235200000,ZKB,41.6,Zone K,Apr,2021
ONPEAK,1619827200000,ZKB,40.25,Zone K,May,2021
ONPEAK,1622505600000,ZKB,40.7,Zone K,June,2021
ONPEAK,1625097600000,ZKB,49.55,Zone K,July,2021
ONPEAK,1627776000000,ZKB,46.25,Zone K,Aug,2021
ONPEAK,1630454400000,ZKB,40.9,Zone K,Sept,2021
ONPEAK,1633046400000,ZKB,39.05,Zone K,Oct,2021
ONPEAK,1635724800000,ZKB,41.95,Zone K,Nov,2021
ONPEAK,1638316800000,ZKB,54.55,Zone K,Dec,2021
ONPEAK,1640995200000,ZKB,80.1,Zone K,Jan,2022
ONPEAK,1643673600000,ZKB,78.5,Zone K,Feb,2022
ONPEAK,1646092800000,ZKB,51.35,Zone K,Mar,2022
OFFPEAK,1554076800000,ZKD,28.3,Zone K,Apr,2019
OFFPEAK,1556668800000,ZKD,23.75,Zone K,May,2019
OFFPEAK,1559347200000,ZKD,28.3,Zone K,June,2019
OFFPEAK,1561939200000,ZKD,32.6,Zone K,July,2019
OFFPEAK,1564617600000,ZKD,28.75,Zone K,Aug,2019
OFFPEAK,1567296000000,ZKD,26.45,Zone K,Sept,2019
OFFPEAK,1569888000000,ZKD,27.15,Zone K,Oct,2019
OFFPEAK,1572566400000,ZKD,34.15,Zone K,Nov,2019
OFFPEAK,1575158400000,ZKD,46.5,Zone K,Dec,2019
OFFPEAK,1577836800000,ZKD,64.45,Zone K,Jan,2020
OFFPEAK,1580515200000,ZKD,60.45,Zone K,Feb,2020
OFFPEAK,1583020800000,ZKD,37.5,Zone K,Mar,2020
OFFPEAK,1585699200000,ZKD,30.25,Zone K,Apr,2020
OFFPEAK,1588291200000,ZKD,27.35,Zone K,May,2020
OFFPEAK,1590969600000,ZKD,27,Zone K,June,2020
OFFPEAK,1593561600000,ZKD,31.4,Zone K,July,2020
OFFPEAK,1596240000000,ZKD,30.5,Zone K,Aug,2020
OFFPEAK,1598918400000,ZKD,27.6,Zone K,Sept,2020
OFFPEAK,1601510400000,ZKD,28.25,Zone K,Oct,2020
OFFPEAK,1604188800000,ZKD,32.8,Zone K,Nov,2020
OFFPEAK,1606780800000,ZKD,45.3,Zone K,Dec,2020
OFFPEAK,1609459200000,ZKD,65.8,Zone K,Jan,2021
OFFPEAK,1612137600000,ZKD,61.4,Zone K,Feb,2021
OFFPEAK,1614556800000,ZKD,32.4,Zone K,Mar,2021
OFFPEAK,1617235200000,ZKD,28.55,Zone K,Apr,2021
OFFPEAK,1619827200000,ZKD,26.6,Zone K,May,2021
OFFPEAK,1622505600000,ZKD,27.55,Zone K,June,2021
OFFPEAK,1625097600000,ZKD,31.8,Zone K,July,2021
OFFPEAK,1627776000000,ZKD,31.15,Zone K,Aug,2021
OFFPEAK,1630454400000,ZKD,27.5,Zone K,Sept,2021
OFFPEAK,1633046400000,ZKD,27.7,Zone K,Oct,2021
OFFPEAK,1635724800000,ZKD,29.4,Zone K,Nov,2021
OFFPEAK,1638316800000,ZKD,42.1,Zone K,Dec,2021
OFFPEAK,1640995200000,ZKD,57.7,Zone K,Jan,2022
OFFPEAK,1643673600000,ZKD,53.65,Zone K,Feb,2022
OFFPEAK,1646092800000,ZKD,36.4,Zone K,Mar,2022
ONPEAK,1556668800000,PPF,34.55,PEPCO,May,2019
ONPEAK,1559347200000,PPF,35.45,PEPCO,June,2019
ONPEAK,1561939200000,PPF,42.05,PEPCO,July,2019
ONPEAK,1564617600000,PPF,40,PEPCO,Aug,2019
ONPEAK,1567296000000,PPF,37.55,PEPCO,Sept,2019
ONPEAK,1569888000000,PPF,36.6,PEPCO,Oct,2019
ONPEAK,1572566400000,PPF,37,PEPCO,Nov,2019
ONPEAK,1575158400000,PPF,40.7,PEPCO,Dec,2019
ONPEAK,1577836800000,PPF,56.95,PEPCO,Jan,2020
ONPEAK,1580515200000,PPF,54.5,PEPCO,Feb,2020
ONPEAK,1583020800000,PPF,40.35,PEPCO,Mar,2020
ONPEAK,1585699200000,PPF,36.55,PEPCO,Apr,2020
ONPEAK,1588291200000,PPF,36.75,PEPCO,May,2020
ONPEAK,1590969600000,PPF,36.8,PEPCO,June,2020
ONPEAK,1593561600000,PPF,42.25,PEPCO,July,2020
ONPEAK,1596240000000,PPF,39.45,PEPCO,Aug,2020
ONPEAK,1598918400000,PPF,37.35,PEPCO,Sept,2020
ONPEAK,1601510400000,PPF,35,PEPCO,Oct,2020
ONPEAK,1604188800000,PPF,34.9,PEPCO,Nov,2020
ONPEAK,1606780800000,PPF,38.65,PEPCO,Dec,2020
ONPEAK,1609459200000,PPF,55.85,PEPCO,Jan,2021
ONPEAK,1612137600000,PPF,52.05,PEPCO,Feb,2021
ONPEAK,1614556800000,PPF,39.8,PEPCO,Mar,2021
ONPEAK,1617235200000,PPF,35.6,PEPCO,Apr,2021
ONPEAK,1619827200000,PPF,36.4,PEPCO,May,2021
ONPEAK,1622505600000,PPF,35.15,PEPCO,June,2021
ONPEAK,1625097600000,PPF,41.05,PEPCO,July,2021
ONPEAK,1627776000000,PPF,38.4,PEPCO,Aug,2021
ONPEAK,1630454400000,PPF,35.3,PEPCO,Sept,2021
ONPEAK,1633046400000,PPF,33.75,PEPCO,Oct,2021
ONPEAK,1635724800000,PPF,34,PEPCO,Nov,2021
ONPEAK,1638316800000,PPF,37.1,PEPCO,Dec,2021
ONPEAK,1640995200000,PPF,54.25,PEPCO,Jan,2022
ONPEAK,1643673600000,PPF,50.8,PEPCO,Feb,2022
ONPEAK,1646092800000,PPF,39.5,PEPCO,Mar,2022
OFFPEAK,1556668800000,PPH,24.35,PEPCO,May,2019
OFFPEAK,1559347200000,PPH,25.2,PEPCO,June,2019
OFFPEAK,1561939200000,PPH,27.75,PEPCO,July,2019
OFFPEAK,1564617600000,PPH,25.85,PEPCO,Aug,2019
OFFPEAK,1567296000000,PPH,26.7,PEPCO,Sept,2019
OFFPEAK,1569888000000,PPH,27.35,PEPCO,Oct,2019
OFFPEAK,1572566400000,PPH,27.85,PEPCO,Nov,2019
OFFPEAK,1575158400000,PPH,32.55,PEPCO,Dec,2019
OFFPEAK,1577836800000,PPH,48.4,PEPCO,Jan,2020
OFFPEAK,1580515200000,PPH,44.9,PEPCO,Feb,2020
OFFPEAK,1583020800000,PPH,31.6,PEPCO,Mar,2020
OFFPEAK,1585699200000,PPH,27.1,PEPCO,Apr,2020
OFFPEAK,1588291200000,PPH,24.85,PEPCO,May,2020
OFFPEAK,1590969600000,PPH,23.8,PEPCO,June,2020
OFFPEAK,1593561600000,PPH,27,PEPCO,July,2020
OFFPEAK,1596240000000,PPH,25.55,PEPCO,Aug,2020
OFFPEAK,1598918400000,PPH,24.75,PEPCO,Sept,2020
OFFPEAK,1601510400000,PPH,24.8,PEPCO,Oct,2020
OFFPEAK,1604188800000,PPH,25.45,PEPCO,Nov,2020
OFFPEAK,1606780800000,PPH,29.7,PEPCO,Dec,2020
OFFPEAK,1609459200000,PPH,46.65,PEPCO,Jan,2021
OFFPEAK,1612137600000,PPH,43.5,PEPCO,Feb,2021
OFFPEAK,1614556800000,PPH,30.7,PEPCO,Mar,2021
OFFPEAK,1617235200000,PPH,25.7,PEPCO,Apr,2021
OFFPEAK,1619827200000,PPH,23.25,PEPCO,May,2021
OFFPEAK,1622505600000,PPH,23.25,PEPCO,June,2021
OFFPEAK,1625097600000,PPH,26.2,PEPCO,July,2021
OFFPEAK,1627776000000,PPH,24.6,PEPCO,Aug,2021
OFFPEAK,1630454400000,PPH,23.3,PEPCO,Sept,2021
OFFPEAK,1633046400000,PPH,23.8,PEPCO,Oct,2021
OFFPEAK,1635724800000,PPH,24.25,PEPCO,Nov,2021
OFFPEAK,1638316800000,PPH,28.05,PEPCO,Dec,2021
OFFPEAK,1640995200000,PPH,44.3,PEPCO,Jan,2022
OFFPEAK,1643673600000,PPH,41.45,PEPCO,Feb,2022
OFFPEAK,1646092800000,PPH,30.65,PEPCO,Mar,2022
